741,熊本県熊本,くまもとけんくまもと
742,熊本県球磨,くまもとけんくま
743,熊本県天草・芦北,くまもとけんあまくさあしきた
750,大分県北部,おおいたけんほくぶ
751,大分県中部,おおいたけんちゅうぶ
752,大分県南部,おおいたけんなんぶ
753,大分県西部,おおいたけんせいぶ
760,宮崎県北部平野部,みやざきけんほくぶへいやぶ
761,宮崎県北部山沿い,みやざきけんほくぶやまぞい
762,宮崎県南部平野部,みやざきけんなんぶへいやぶ
763,宮崎県南部山沿い,みやざきけんなんぶやまぞい
770,鹿児島県薩摩,かごしまけんさつま
771,鹿児島県大隅,かごしまけんおおすみ
774,鹿児島県十島村,かごしまけんとしまむら
775,鹿児島県甑島,かごしまけんこしきしま
776,鹿児島県種子島,かごしまけんたねがしま
777,鹿児島県屋久島,かごしまけんやくしま
778,鹿児島県奄美北部,かごしまけんあまみほくぶ
779,鹿児島県奄美南部,かごしまけんあまみなんぶ
800,沖縄県本島北部,おきなわけんほんとうほくぶ
801,沖縄県本島中南部,おきなわけんほんとうちゅうなんぶ
802,沖縄県久米島,おきなわけんくめじま
803,沖縄県大東島,おきなわけんだいとうじま
804,沖縄県宮古島,おきなわけんみやこじま
805,沖縄県石垣島,おきなわけんいしがきじま
806,沖縄県与那国島,おきなわけんよなぐにじま
807,沖縄県西表島,おきなわけんいりおもてじま
